item,itemLabel,itemDescription,statement_count
http://www.wikidata.org/entity/Q676048,Silvretta Glacier,glacier in Switzerland,13
http://www.wikidata.org/entity/Q676064,Gauli Glacier,glacier in Switzerland,13
http://www.wikidata.org/entity/Q676605,Forno Glacier,glacier in Switzerland,13
http://www.wikidata.org/entity/Q701945,Stubaier Gletscher,glacier in the Stubai Alps in Tyrol; ski area,13
http://www.wikidata.org/entity/Q835637,Boulder Glacier,"glacier in Washington state, U.S.A.",13
http://www.wikidata.org/entity/Q870030,Plaine Morte Glacier,glacier in Switzerland,13
http://www.wikidata.org/entity/Q932333,Quelccaya Ice Cap,glacier in Peru,13
http://www.wikidata.org/entity/Q962325,Middle Teton Glacier,glacier in the United States,13
http://www.wikidata.org/entity/Q997354,Buarbreen,glacier in Norway,13
http://www.wikidata.org/entity/Q1031462,Northern Patagonian Ice Field,Glacier of Chile,13
http://www.wikidata.org/entity/Q1084824,Nimitz Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q1131216,Mertz Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q1141366,Glacier Noir,glacier in France,13
http://www.wikidata.org/entity/Q1228627,Disenchantment Bay,glacier in United States,13
http://www.wikidata.org/entity/Q1484805,Ochsentaler Gletscher,glacier in the Silvretta in Vorarlberg,13
http://www.wikidata.org/entity/Q1706924,Tustumena Glacier,glacier in the United States,13
http://www.wikidata.org/entity/Q1947432,Gígjökull,glacier in Iceland,13
http://www.wikidata.org/entity/Q4353320,Bergsetbreen,glacier in Norway,13
http://www.wikidata.org/entity/Q4680350,Adams Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q4688346,Aeronaut Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q6436657,Kreitzerisen,glacier in Antarctica,13
http://www.wikidata.org/entity/Q6486120,Langhovde Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q6512764,Aavatsmarkbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q6523237,Lensen Glacier,,13
http://www.wikidata.org/entity/Q6535291,Leverett Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q6646482,Lister Glacier,,13
http://www.wikidata.org/entity/Q6654157,Liv Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q7852918,Tundzha Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q7898985,Victoria Upper Glacier,"glacier in the Transantarctic Mountains, Antarctica",13
http://www.wikidata.org/entity/Q7914792,Vangengeym Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q7927498,Victory Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q11999791,Sefströmbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q12007556,Tromsøbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q12009549,Vestre Torellbreen,Norwegian glacier,13
http://www.wikidata.org/entity/Q12009995,Vitkovskijbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q4757099,Andrew Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q4777733,Anuchin Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q4783714,Arago Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q4789627,Argo Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q4811609,Astronaut Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q4861430,Barnard Glacier,"glacier in Alaska, United States",13
http://www.wikidata.org/entity/Q6667042,Logan Glacier,glacier in Canada,13
http://www.wikidata.org/entity/Q6698725,Ludeman Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q6773317,Marsh Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q6800285,McClary Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q7994537,White Chuck Glacier,glacier in the United States,13
http://www.wikidata.org/entity/Q8059436,Yozola Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q8066152,Zaneveld Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q8068796,Zeller Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q4892210,Berkovitsa Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q4956595,Brandau Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q15229498,Jenner Glacier,,13
http://www.wikidata.org/entity/Q5034206,Canyon Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q5127242,Clark Glacier,"glacier in Alaska, United States",13
http://www.wikidata.org/entity/Q5127485,Clarke Glacier,Glacier in Antarctica,13
http://www.wikidata.org/entity/Q5132145,Cleveland Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q10708024,Tärnaglaciären,glacier in Sweden,13
http://www.wikidata.org/entity/Q11075033,Mittag-Lefflerbreen,,13
http://www.wikidata.org/entity/Q11075911,Inglefieldbreen,,13
http://www.wikidata.org/entity/Q11213530,Styggebrean,,13
http://www.wikidata.org/entity/Q11217260,Simonovbreen,"glacier on the Peter I Island, Antarctica",13
http://www.wikidata.org/entity/Q11217409,Adolfbreen,,13
http://www.wikidata.org/entity/Q11217440,Marthabreen,,13
http://www.wikidata.org/entity/Q16848307,Buchananisen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16848941,Bullbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16891935,Gullybreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16892074,Hansbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16892380,Holgate Glacier,"glacier in Alaska, United States",13
http://www.wikidata.org/entity/Q16893221,Keilhaubreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16897043,Randbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16897142,Scheibreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16897209,Smeerenburgbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16897335,Svitjodbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16897405,Tinayrebreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16898223,Petersbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16899056,Rabotbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q16899231,Renardbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q17749721,Ayerbreen,,13
http://www.wikidata.org/entity/Q17749991,Bastionbreen,,13
http://www.wikidata.org/entity/Q11829785,Gunnestad Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q11831483,Suiattle Glacier,glacier in the United States,13
http://www.wikidata.org/entity/Q7080612,Ohanapecosh Glacier,glacier in the United States,13
http://www.wikidata.org/entity/Q7108010,Osuga Glacier,,13
http://www.wikidata.org/entity/Q7137569,Parizhskaya Kommuna Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q5155246,Comox Glacier,glacier in Canada,13
http://www.wikidata.org/entity/Q5171981,Cornwall Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q5174343,Cosmonaut Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q5174347,Cosmonette Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q5179775,Cowlitz Glacier,glacier in the United States,13
http://www.wikidata.org/entity/Q5241653,Davidson Glacier,glacier in the United States,13
http://www.wikidata.org/entity/Q5248049,Debelt Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q5249099,Deception Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q11961761,Bogerbreen,"glacier in Spitzbergen, Norway",13
http://www.wikidata.org/entity/Q11962088,Brandtbreen,,13
http://www.wikidata.org/entity/Q11962487,Brøggerbreane,,13
http://www.wikidata.org/entity/Q11962583,Bungebreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q11963818,Chydeniusbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q11967673,Erdmannbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q11970230,Fridtjovbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q11972251,Gløttfjellbreen,,13
http://www.wikidata.org/entity/Q11973051,Grønfjordbreane,,13
http://www.wikidata.org/entity/Q11973756,Hallwylbreen,,13
http://www.wikidata.org/entity/Q11982819,Körberbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q7271824,Quien Sabe Glacier,glacier in the United States,13
http://www.wikidata.org/entity/Q7309950,Reid Glacier,glacier in the United States,13
http://www.wikidata.org/entity/Q7313329,Rennick Glacier,,13
http://www.wikidata.org/entity/Q7340774,Robb Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q17772846,Flowerbreen,,13
http://www.wikidata.org/entity/Q18164946,Haakenbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q19377146,Kinamurbreen,,13
http://www.wikidata.org/entity/Q19380160,Longyearbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q5255367,Deming Glacier,"glacier in Washington, United States of America",13
http://www.wikidata.org/entity/Q5277704,Dimkov Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q5370179,Embree Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q7353503,Robson Glacier,glacier in Canada,13
http://www.wikidata.org/entity/Q19460944,Charpentierbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q19521149,Riukojietna,glacier in Sweden,13
http://www.wikidata.org/entity/Q19521150,Vartasjekna,glacier in Sweden,13
http://www.wikidata.org/entity/Q19521151,Ruotesjekna,glacier in Sweden,13
http://www.wikidata.org/entity/Q19597375,Great Penck Glacier,,13
http://www.wikidata.org/entity/Q5395346,Eros Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q7492327,Sheehan Glacier,Glacier in Antarctica,13
http://www.wikidata.org/entity/Q7513887,Sikorsky Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q7565945,South America Glacier,,13
http://www.wikidata.org/entity/Q5557964,Giaever Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q5580232,Goldman Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q5583615,Goodspeed Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q7605229,Steagall Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q7619110,Stonebreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q7636410,Sullivan Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q7650533,Suvorov Glacier,,13
http://www.wikidata.org/entity/Q7679024,Talbot Glacier,,13
http://www.wikidata.org/entity/Q5674153,Hart Glacier,glacier in Antarctica,13
http://www.wikidata.org/entity/Q5676407,Harvard Glacier,glacier in the United States,13
http://www.wikidata.org/entity/Q5940713,Humes Glacier,"glacier in Washington state, United States",13
http://www.wikidata.org/entity/Q6386578,Keltie Glacier,Antarctic glacier,13
http://www.wikidata.org/entity/Q32115046,Agassiz Glacier,glacier in New Zealand,13
http://www.wikidata.org/entity/Q21489392,Bargh Glacier,,13
http://www.wikidata.org/entity/Q24912476,Dabrava Glacier,,13
http://www.wikidata.org/entity/Q25247543,Martinbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q25247548,Richterbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q21875828,Waxeggkees,glacier in the Zillertal Alps in Tyrol,13
http://www.wikidata.org/entity/Q21876410,Frosnitzkees,,13
http://www.wikidata.org/entity/Q64143899,Hyllglaciaeren Glacier,glacier in Sweden,13
http://www.wikidata.org/entity/Q28060380,Clasebreen,glacier on Svalbard,13
http://www.wikidata.org/entity/Q28060746,Ericabreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q28064575,Worsleybreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q28064685,Nilsenbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q28069830,Søre Franklinbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q28086642,Digerfonna,glacier in Svalbard,13
http://www.wikidata.org/entity/Q28086751,Storskavlen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q28086755,Sydowbreen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q28095269,Solveigdomen,glacier in Svalbard,13
http://www.wikidata.org/entity/Q64144744,Passusjietna East Glacier,glacier in Sweden,13
http://www.wikidata.org/entity/Q34835639,Sources de l'Isère Glacier,glacier in France,13
http://www.wikidata.org/entity/Q64145437,Tarfalaglaciaren Glacier,glacier in Sweden,13
http://www.wikidata.org/entity/Q94993564,Ridajiegna,glacier in Sweden,13
http://www.wikidata.org/entity/Q94993576,Tjågnorisjekna,glacier in Sweden,13
http://www.wikidata.org/entity/Q582543,Eiger Glacier,glacier in Lauterbrunnen in the Bernese Alps in Switzerland,13
http://www.wikidata.org/entity/Q5299486,Dotson Ice Shelf,ice shelf in Antarctica,13
http://www.wikidata.org/entity/Q6964216,Nansen Ice Sheet,ice shelf in Antarctica,13
http://www.wikidata.org/entity/Q14934312,Wilkins Ice Shelf,ice shelf in Antarctica,13
http://www.wikidata.org/entity/Q8037105,Worsley Icefalls,icefalls in Antarctica,13
http://www.wikidata.org/entity/Q7382773,Rutford Ice Stream,,13
http://www.wikidata.org/entity/Q15651275,Stuhlinger Ice Piedmont,ice Piedmont in Antarctica,13
http://www.wikidata.org/entity/Q3108357,Astrolabe Glacier,glacier in Antarctica,12
http://www.wikidata.org/entity/Q3157423,Jackson Glacier,"glacier in Montana, United States",12
http://www.wikidata.org/entity/Q3219709,Kjenndalsbreen,glacier in Norway,12
http://www.wikidata.org/entity/Q3302053,Jutulstraumen Glacier,,12
http://www.wikidata.org/entity/Q3376086,Hornbreen,glacier in Svalbard,12
http://www.wikidata.org/entity/Q3651069,Devdaraki,glacier in Georgia,12
http://www.wikidata.org/entity/Q2303564,Sørsdal Glacier,glacier in Antarctica,12
http://www.wikidata.org/entity/Q2321467,Glacier du Tour,,12
http://www.wikidata.org/entity/Q2494486,Union Glacier,glacier in Antarctica,12
http://www.wikidata.org/entity/Q2607768,Tsaneri Glacier,glacier in Georgia,12
http://www.wikidata.org/entity/Q2709575,Ward Hunt Ice Shelf,ice shelf in the Arctic Ocean,12
http://www.wikidata.org/entity/Q3108262,Abbotsmith Glacier,glacier in Antarctica,12
http://www.wikidata.org/entity/Q3108266,Academy Glacier,glacier in Antarctica,12
http://www.wikidata.org/entity/Q3108273,Bow Glacier,glacier in Canada,12
http://www.wikidata.org/entity/Q3108274,Branscomb Glacier,glacier in Antarctica,12
http://www.wikidata.org/entity/Q3108279,Byron Glacier,"glacier in Alaska, United States",12
http://www.wikidata.org/entity/Q3108302,Meares Glacier,glacier in the United States,12
http://www.wikidata.org/entity/Q3108310,Reedy Glacier,glacier in Antarctica,12
http://www.wikidata.org/entity/Q3108313,Scott Glacier,,12
http://www.wikidata.org/entity/Q3108316,Tazlina Glacier,glacier in the United States,12
http://www.wikidata.org/entity/Q3108323,Shinnan Glacier,glacier in Antarctica,12
http://www.wikidata.org/entity/Q212613,Miage Glacier,italian glacier,12
http://www.wikidata.org/entity/Q366896,Sal Glacier,glacier in Antarctica,12
http://www.wikidata.org/entity/Q382712,Ferpècle Glacier,glacier in Switzerland,12
http://www.wikidata.org/entity/Q429971,Crowfoot Glacier,glacier in Canada,12
http://www.wikidata.org/entity/Q674490,Saleina Glacier,glacier in Switzerland,12
http://www.wikidata.org/entity/Q1800403,Vestfonna,"glacier at Nordaustlandet, Svalbard, Norway",12
http://www.wikidata.org/entity/Q674665,Allalin Glacier,glacier in Switzerland,12
http://www.wikidata.org/entity/Q678528,Turtmann Glacier,glacier in the Pennine Alps in the canton of Valais in Switzerland,12
http://www.wikidata.org/entity/Q681325,Skaftafellsjökull,glacier in Iceland,12
http://www.wikidata.org/entity/Q689730,Stein Glacier,glacier in Switzerland,12
http://www.wikidata.org/entity/Q691681,Upper Grindelwald Glacier,glacier in Switzerland,12
http://www.wikidata.org/entity/Q691749,Findel Glacier,glacier in Switzerland,12
http://www.wikidata.org/entity/Q691780,Mont Miné Glacier,glacier in Switzerland,12
http://www.wikidata.org/entity/Q736870,Hooker Glacier,New Zealand glacier,12
http://www.wikidata.org/entity/Q770424,Jakobshavn Glacier,glacier in Greenland,12
http://www.wikidata.org/entity/Q870347,Roseg Glacier,glacier in Switzerland,12
http://www.wikidata.org/entity/Q922945,Fortuna Glacier,glacier on South Georgia island,12
http://www.wikidata.org/entity/Q1269176,Dyngjujökull,glacier in Iceland,12
http://www.wikidata.org/entity/Q1405353,Sólheimajökull,glacier in Iceland,12
http://www.wikidata.org/entity/Q1407591,Ferrar Glacier,glacier in Antarctica,12
http://www.wikidata.org/entity/Q1434582,Rongbuk Glacier,glacier in the People's Republic of China,12
http://www.wikidata.org/entity/Q1515008,Stancomb-Wills Glacier,glacier in Antarctica,12
http://www.wikidata.org/entity/Q1518619,Obersulzbachkees,glacier in the Venediger Group in Salzburg,12
http://www.wikidata.org/entity/Q1528992,Glacier Blanc,glacier in the French Alps,12
http://www.wikidata.org/entity/Q1619684,Hintereis Glacier,glacier in the Ötztal Alps in Tyrol,12
http://www.wikidata.org/entity/Q1646984,Peyto Glacier,glacier in Canada,12
http://www.wikidata.org/entity/Q1723747,Kangshung Glacier,,12
